instruction,intent,instruction_hi,intent_hi
problem with canceling purchase {{Order Number}},cancel_order,खरीद रद्द करने के साथ समस्या {{ऑर्डर नंबर}},आदेश रद्द
"I no longer want order {{Order Number}}, how do I cancel it?",cancel_order,"मुझे अब आदेश {{ऑर्डर नंबर}} नहीं चाहिए, मैं इसे कैसे रद्द करूं?",आदेश रद्द
I cannot afford purchase {{Order Number}},cancel_order,मैं खरीद नहीं कर सकता {{ऑर्डर नंबर}}},आदेश रद्द
I don't want purchase {{Order Number}},cancel_order,मैं {{ऑर्डर नंबर}} खरीद नहीं चाहता,आदेश रद्द
"I purchased some items, I want to cancel order {{Order Number}}",cancel_order,"मैंने कुछ आइटम खरीदे, मैं ऑर्डर {{ऑर्डर नंबर}} को रद्द करना चाहता हूं",आदेश रद्द
question about cancelling purchase {{Order Number}},cancel_order,खरीद रद्द करने के बारे में प्रश्न {{ऑर्डर नंबर}},आदेश रद्द
I have a question about canceling purchase {{Order Number}},cancel_order,मेरे पास खरीद रद्द करने के बारे में एक प्रश्न है {{ऑर्डर नंबर}},आदेश रद्द
need help to cancel purchase {{Order Number}},cancel_order,खरीद को रद्द करने में सहायता की आवश्यकता है {{ऑर्डर नंबर}},आदेश रद्द
i do not know how i could casncel order {{Order Number}},cancel_order,मुझे नहीं पता कि मैं कैस्नसेल ऑर्डर {{ऑर्डर नंबर}} कैसे कर सकता हूं,आदेश रद्द
need help with canceling purchase {{Order Number}},cancel_order,खरीद रद्द करने के साथ मदद की आवश्यकता है {{ऑर्डर नंबर}},आदेश रद्द
I can't afford order {{Order Number}},cancel_order,मैं आदेश नहीं दे सकता {{ऑर्डर नंबर}},आदेश रद्द
what do I ned to do to cancel order {{Order Number}}?,cancel_order,आदेश {{ऑर्डर नंबर}} को रद्द करने के लिए मुझे क्या करने की आवश्यकता है?,आदेश रद्द
i dont want order {{Order Number}} could i cancel it,cancel_order,मैं नहीं चाहता {{ऑर्डर नंबर}} मैं इसे रद्द कर सकता हूं,आदेश रद्द
have a question about canceling order {{Order Number}},cancel_order,आदेश रद्द करने के बारे में एक प्रश्न है {{ऑर्डर नंबर}},आदेश रद्द
I cannot afford order {{Order Number}},cancel_order,मैं आदेश नहीं दे सकता {{ऑर्डर नंबर}},आदेश रद्द
I need help canceling purchase {{Order Number}},cancel_order,मुझे खरीद रद्द करने में मदद चाहिए {{ऑर्डर नंबर}}},आदेश रद्द
question about canceling purchase {{Order Number}},cancel_order,खरीद रद्द करने के बारे में प्रश्न {{ऑर्डर नंबर}},आदेश रद्द
